# DFT Ca²⁺/Ln³⁺ discriminator — auto-generated
# E_aquo_Ca − E_aquo_La = -646.064556 Ha (= -405411.65 kcal/mol)
# ΔΔE(Ca − La) = (E_holo_Ca − E_holo_La) − (E_aquo_Ca − E_aquo_La)
# Class: Ln-evolved ≥ +20; Ln-preferring +5 to +20; marginal 0 to +5; ambiguous -5 to 0; Ca-evolved < -5
stem	n_atoms	E_La	E_Ca	E_apo	E_water	ddE_kcal	class
NZ_CP029426_2_4933_iptm0_973_s0	35	-1024.265142	-1670.324242	-992.813655	-76.428549	+3.42	marginal
A0A7W7QN37_actinobacteriota	15	-488.524698	-1134.583826	-457.133619	-76.428549	+3.41	marginal
A0A0D8BMZ8_frankia	15	-488.379457	-1134.438585	-457.012145	-76.428549	+3.41	marginal
A0A2T0K9D0_actinobacteriota	28	-795.544820	-1441.603971	-764.107197	-76.428549	+3.39	marginal
NZ_FOVU01000008_1_28_iptm0_972_s0	35	-1024.193223	-1670.252383	-992.740444	-76.428549	+3.39	marginal
A0A840IBV1_conexibacter	22	-717.127371	-1363.186545	-685.690804	-76.428549	+3.38	marginal
NZ_CP030048_1_2135_iptm0_966_s0	34	-965.413536	-1611.472815	-933.944809	-76.428549	+3.31	marginal
A0A7V5CU23_acidobacterium	15	-488.470751	-1134.530077	-457.101303	-76.428549	+3.28	marginal
A0A5B1BVX4_actinobacteriota	15	-488.511353	-1134.570694	-457.140771	-76.428549	+3.27	marginal
C1F836_acidobacterium	21	-567.060387	-1213.119739	-535.727551	-76.428549	+3.27	marginal
03_Euk_a0a7r9l7s0_domain2chaina-pqq-la_model	39	-1733.227784	-2379.287195	-1701.805022	-76.428549	+3.23	marginal
NZ_LUUB01000038_1_88_iptm0_971_s0	34	-965.581163	-1611.640666	-934.111072	-76.428549	+3.17	marginal
NZ_JAFCLP010000016_1_3_iptm0_968_s0	34	-965.455399	-1611.514902	-933.989821	-76.428549	+3.17	marginal
A0A937UT18_frankia	25	-756.449681	-1402.509187	-724.992313	-76.428549	+3.17	marginal
03_Euk_a0a1r3gaw4_domain1chaina-pqq-la_model	58	-2210.272267	-2856.331857	-2178.743479	-76.428549	+3.12	marginal
03_Euk_a0aae0x7e9_domain1chaina-pqq-la_model	58	-2209.878244	-2855.937844	-2178.353306	-76.428549	+3.11	marginal
03_Euk_a0a364nh14_domain1chaina-pqq-la_model	25	-756.461518	-1402.521146	-724.997125	-76.428549	+3.09	marginal
NZ_CP046052_1_2029_iptm0_970_s0	31	-872.052351	-1518.112009	-840.603363	-76.428549	+3.07	marginal
NZ_VMOA01000074_1_2_iptm0_979_s0	15	-488.533395	-1134.593057	-457.154355	-76.428549	+3.07	marginal
NZ_LGHM01000118_1_9_iptm0_970_s0	35	-1024.242541	-1670.302226	-992.786065	-76.428549	+3.06	marginal
NZ_JADIJP010000010_1_141_iptm0_976_s0	15	-488.533060	-1134.592749	-457.152571	-76.428549	+3.05	marginal
NZ_FMAI01000037_1_20_iptm0_973_s0	35	-1024.256760	-1670.316482	-992.806590	-76.428549	+3.03	marginal
NZ_RQIT01000014_1_102_iptm0_970_s0	35	-1024.248408	-1670.308131	-992.793343	-76.428549	+3.03	marginal
NZ_JAGIKT010000066_1_86_iptm0_969_s0	35	-1024.264001	-1670.323729	-992.808937	-76.428549	+3.03	marginal
NZ_DF820425_1_6120_iptm0_973_s0	35	-1024.256608	-1670.316342	-992.802536	-76.428549	+3.03	marginal
Q2TT14_frankia	15	-488.540953	-1134.600695	-457.144887	-76.428549	+3.02	marginal
NZ_JACBFQ010000001_1_691_iptm0_966_s0	40	-1044.137218	-1690.196974	-1012.651344	-76.428549	+3.01	marginal
03_Euk_a0a6a2zxn6_domain1chaina-pqq-la_model	49	-2001.037002	-2647.096764	-1969.588016	-76.428549	+3.01	marginal
NZ_LJYG01000094_1_64_iptm0_962_s0	34	-965.443156	-1611.502956	-933.976271	-76.428549	+2.98	marginal
A0A4Y9VRX1_methylotenera	15	-488.523063	-1134.582877	-457.140242	-76.428549	+2.98	marginal
NZ_PYFX01000022_1_50_iptm0_972_s0	35	-1024.111351	-1670.171197	-992.659782	-76.428549	+2.96	marginal
colinpqq_ca_q4w6g0_pqq_la_model	51	-1981.524538	-2627.584384	-1950.060758	-76.428549	+2.96	marginal
NZ_JADPIY010000029_1_168_iptm0_971_s0	34	-965.532585	-1611.592558	-934.064391	-76.428549	+2.88	marginal
NZ_CM001442_1_5500_iptm0_973_s0	35	-1024.268015	-1670.328018	-992.817064	-76.428549	+2.86	marginal
NZ_MZXW01000050_1_249_iptm0_973_s0	35	-1024.264269	-1670.324314	-992.808386	-76.428549	+2.83	marginal
NZ_WQNE01000001_1_282_iptm0_968_s0	34	-965.555927	-1611.615978	-934.091328	-76.428549	+2.83	marginal
03_Euk_a0a194xl73_domain1chaina-pqq-la_model	48	-1942.345605	-2588.405661	-1910.872499	-76.428549	+2.82	marginal
NZ_NSJY01000017_1_701_iptm0_972_s0	35	-1024.253881	-1670.313950	-992.798023	-76.428549	+2.82	marginal
Q0RNV5_frankia	22	-717.162855	-1363.222935	-685.697814	-76.428549	+2.81	marginal
NZ_CP025113_1_6549_iptm0_964_s0	34	-965.410708	-1611.470794	-933.945536	-76.428549	+2.81	marginal
NZ_JXDL01000001_1_6584_iptm0_972_s0	35	-1024.260908	-1670.320999	-992.809321	-76.428549	+2.80	marginal
NZ_VRUW01000024_1_45_iptm0_983_s0	22	-717.117024	-1363.177162	-685.707287	-76.428549	+2.77	marginal
C5CF69_bryobacter	18	-527.744973	-1173.805134	-496.398135	-76.428549	+2.76	marginal
NZ_JADYWA010000003_1_23_iptm0_945_s0	22	-717.131946	-1363.192111	-685.702782	-76.428549	+2.75	marginal
A0A2I2KWL7_frankia	32	-984.965911	-1631.026085	-953.501328	-76.428549	+2.75	marginal
NZ_JACBFQ010000001_1_691_sample_0	40	-1044.139688	-1690.199955	-1012.655154	-76.428549	+2.69	marginal
NZ_PUIV01000002_1_27_iptm0_934_s0	41	-1102.850325	-1748.910610	-1071.370547	-76.428549	+2.68	marginal
01_Cav_q4w6g0-pqq-la_model	51	-1981.566965	-2627.627280	-1950.105284	-76.428549	+2.66	marginal
NZ_CP043627_1_4407_iptm0_982_s0	25	-756.392521	-1402.452860	-724.978218	-76.428549	+2.65	marginal
NZ_MPVQ01000084_1_103_iptm0_973_s0	35	-1024.261288	-1670.321658	-992.811315	-76.428549	+2.63	marginal
NZ_CP061379_1_2075_iptm0_972_s0	35	-1024.273837	-1670.334214	-992.822544	-76.428549	+2.62	marginal
NZ_JBGCBO010000001_1_1227_iptm0_968_s0	35	-1024.220213	-1670.280593	-992.767747	-76.428549	+2.62	marginal
NZ_CP013949_1_5432_iptm0_973_s0	35	-1024.163350	-1670.223768	-992.714604	-76.428549	+2.60	marginal
NZ_AUGD01000012_1_172_iptm0_972_s0	35	-1024.243190	-1670.303610	-992.794014	-76.428549	+2.59	marginal
NZ_JAFCKS010000014_1_35_iptm0_967_s0	34	-965.549655	-1611.610113	-934.084724	-76.428549	+2.57	marginal
A0A351RAQ0_methylotenera	22	-717.157296	-1363.217769	-685.702738	-76.428549	+2.56	marginal
fernperox2_A0A9D4U0H5	21	-604.182148	-1250.242639	-572.818148	-76.428549	+2.55	marginal
NZ_LWIG01000012_1_225_iptm0_908_s0	15	-488.534193	-1134.594696	-457.152315	-76.428549	+2.54	marginal
A0A937UNL1_frankia	33	-906.663252	-1552.723785	-875.269909	-76.428549	+2.52	marginal
NZ_KI912577_1_3704_iptm0_978_s0	15	-488.530946	-1134.591481	-457.151749	-76.428549	+2.52	marginal
NZ_VLLA01000010_1_78_iptm0_892_s0	15	-488.526759	-1134.587318	-457.148421	-76.428549	+2.51	marginal
A0A098Y2Z3_modestobacter	28	-795.691824	-1441.752386	-764.247737	-76.428549	+2.51	marginal
NZ_VSSR01000081_1_69_iptm0_966_s0	34	-965.549782	-1611.610396	-934.067840	-76.428549	+2.47	marginal
NZ_CP050022_2_5504_iptm0_968_s0	34	-965.574645	-1611.635276	-934.105045	-76.428549	+2.46	marginal
NZ_NKUG01000130_1_10_iptm0_978_s0	15	-488.532544	-1134.593220	-457.151441	-76.428549	+2.43	marginal
NZ_KI911783_1_6294_iptm0_970_s0	34	-965.393367	-1611.454053	-933.927767	-76.428549	+2.43	marginal
A0A7T3F8A9_actinobacteriota	40	-1006.184647	-1652.245356	-974.782882	-76.428549	+2.41	marginal
A0A2I2KUL8_frankia	15	-488.514539	-1134.575272	-457.139356	-76.428549	+2.40	marginal
A0A226QF36_acidithiobacillus	37	-1004.711064	-1650.771840	-973.390866	-76.428549	+2.37	marginal
NZ_VKHP01000184_1_16_iptm0_972_s0	35	-1024.268433	-1670.329218	-992.815928	-76.428549	+2.37	marginal
C1F682_acidobacterium	32	-985.030409	-1631.091199	-953.550567	-76.428549	+2.36	marginal
NZ_JADYVS010000003_1_90_iptm0_968_s0	35	-1024.257506	-1670.318340	-992.802978	-76.428549	+2.34	marginal
novelfold_A0A945JYC2	18	-527.775803	-1173.836670	-496.432736	-76.428549	+2.31	marginal
NZ_AXAS01000040_1_39_iptm0_962_s0	34	-965.597523	-1611.658403	-934.129347	-76.428549	+2.31	marginal
NZ_LFLZ01000002_1_167_iptm0_974_s0	35	-1024.270529	-1670.331525	-992.818202	-76.428549	+2.23	marginal
droideka_siteC	31	-926.163739	-1572.224759	-894.775422	-76.428549	+2.22	marginal
C5CHA6_bryobacter	22	-642.306851	-1288.367897	-610.926261	-76.428549	+2.20	marginal
NZ_CP030059_1_5243_iptm0_971_s0	35	-1024.093912	-1670.155026	-992.650205	-76.428549	+2.16	marginal
C1F4L4_acidobacterium	18	-527.609513	-1173.670664	-496.276003	-76.428549	+2.14	marginal
A0A5C7WKW0_methylophilus	21	-567.102642	-1213.163799	-535.718774	-76.428549	+2.13	marginal
NZ_JAFCLG010000004_1_229_iptm0_973_s0	34	-965.526139	-1611.587338	-934.060699	-76.428549	+2.11	marginal
NZ_JYMS01000044_1_101_iptm0_972_s0	35	-1024.208821	-1670.270037	-992.757882	-76.428549	+2.10	marginal
C1F373_acidobacterium	15	-488.503421	-1134.564673	-457.149218	-76.428549	+2.07	marginal
NZ_KB900626_1_2923_iptm0_922_s0	41	-1102.824773	-1748.886027	-1071.346688	-76.428549	+2.07	marginal
C5CFT6_bryobacter	31	-834.826365	-1480.887623	-803.409912	-76.428549	+2.07	marginal
NZ_CP050022_2_5511_iptm0_984_s0	34	-965.342448	-1611.403741	-933.875315	-76.428549	+2.05	marginal
NZ_JAFCKH010000001_1_759_iptm0_966_s0	34	-965.601501	-1611.662796	-934.135007	-76.428549	+2.05	marginal
NZ_JAFCKF010000003_1_866_iptm0_966_s0	34	-965.606082	-1611.667388	-934.139637	-76.428549	+2.04	marginal
NZ_FNTH01000001_1_2348_iptm0_973_s0	35	-1024.247961	-1670.309322	-992.797144	-76.428549	+2.00	marginal
NZ_JYMS01000044_1_105_iptm0_967_s0	34	-965.572811	-1611.634293	-934.104133	-76.428549	+1.93	marginal
NZ_RXJM01000024_1_22_iptm0_909_s0	25	-756.412836	-1402.474358	-725.002005	-76.428549	+1.90	marginal
A0A840IGG9_conexibacter	39	-1080.251702	-1726.313302	-1048.778968	-76.428549	+1.85	marginal
NZ_CP030050_1_6818_iptm0_967_s0	34	-965.597522	-1611.659147	-934.131662	-76.428549	+1.84	marginal
A0A1S1MQI2_actinobacteriota	18	-527.761337	-1173.822979	-496.434496	-76.428549	+1.83	marginal
NZ_CP029426_2_4937_iptm0_969_s0	34	-965.534105	-1611.595764	-934.064336	-76.428549	+1.82	marginal
NZ_LFLZ01000002_1_174_iptm0_969_s0	34	-965.431813	-1611.493483	-933.970646	-76.428549	+1.81	marginal
NZ_JAFCKS010000014_1_39_iptm0_971_s0	35	-1024.265868	-1670.327584	-992.815895	-76.428549	+1.78	marginal
03_Euk_a0a6j5wv68_domain1chaina-pqq-la_model	58	-2210.223110	-2856.284826	-2178.712831	-76.428549	+1.78	marginal
NZ_CP030051_1_2223_iptm0_970_s0	35	-1024.238374	-1670.300138	-992.785313	-76.428549	+1.75	marginal
A0A127ETR2_ef1_la2_rank0	46	-1213.940357	-1860.002133	-1182.458929	-76.428549	+1.74	marginal
NZ_JADPKR010000114_1_100_iptm0_968_s0	34	-965.473136	-1611.534925	-934.010811	-76.428549	+1.74	marginal
NZ_JADPKS010000078_1_48_iptm0_977_s0	34	-965.589751	-1611.651545	-934.124289	-76.428549	+1.73	marginal
D3EZF9_conexibacter	24	-643.458203	-1289.519998	-612.068754	-76.428549	+1.73	marginal
NZ_AXAY01000027_1_100_iptm0_969_s0	34	-965.579330	-1611.641168	-934.112167	-76.428549	+1.70	marginal
NZ_CP088008_1_3927_iptm0_938_s0	15	-488.527364	-1134.589210	-457.153422	-76.428549	+1.70	marginal
human_deathstar_sample_0	32	-985.049721	-1631.111574	-953.566741	-76.428549	+1.70	marginal
A0A2N3XUE8_actinobacteriota	15	-488.414300	-1134.476184	-457.061819	-76.428549	+1.68	marginal
NZ_CM145189_1_6596_iptm0_969_s0	35	-1024.252613	-1670.314511	-992.799810	-76.428549	+1.67	marginal
03_Euk_a0a8k0lua7_domain1chaina-pqq-la_model	58	-2210.256416	-2856.318326	-2178.734053	-76.428549	+1.66	marginal
NZ_JALBHA010000014_1_18_iptm0_967_s0	34	-965.524753	-1611.586678	-934.063167	-76.428549	+1.65	marginal
03_Euk_a0a4u0xf03_domain1_contigchaina-pqq-la_model	49	-2001.111871	-2647.173811	-1969.660519	-76.428549	+1.64	marginal
NZ_LFJC01000003_1_1082_iptm0_968_s0	34	-965.568504	-1611.630527	-934.103744	-76.428549	+1.59	marginal
NZ_FMAI01000037_1_15_iptm0_968_s0	34	-965.600013	-1611.662049	-934.132865	-76.428549	+1.58	marginal
NZ_RDQF01000023_1_38_iptm0_971_s0	35	-1024.261112	-1670.323150	-992.811723	-76.428549	+1.58	marginal
NZ_FOPM01000019_1_2_iptm0_907_s0	15	-488.484217	-1134.546258	-457.152361	-76.428549	+1.58	marginal
NZ_NFUH01000230_1_29_iptm0_970_s0	35	-1024.261984	-1670.324072	-992.808897	-76.428549	+1.55	marginal
NZ_FOVU01000008_1_34_iptm0_963_s0	34	-965.592126	-1611.654229	-934.123275	-76.428549	+1.54	marginal
NZ_JAKSYE010000029_1_72_iptm0_981_s0	15	-488.527556	-1134.589674	-457.146006	-76.428549	+1.53	marginal
NZ_LGHL01000096_1_6_iptm0_971_s0	35	-1024.262640	-1670.324770	-992.811887	-76.428549	+1.52	marginal
NZ_KB910516_1_890_iptm0_982_s0	15	-488.532870	-1134.595119	-457.152018	-76.428549	+1.45	marginal
NZ_JAFCJH010000009_1_72_iptm0_973_s0	35	-1024.275647	-1670.337939	-992.824115	-76.428549	+1.42	marginal
NZ_QHJE01000001_1_736_iptm0_911_s0	31	-834.923364	-1480.985687	-803.504280	-76.428549	+1.40	marginal
C5CF04_bryobacter	25	-756.429665	-1402.491994	-724.982539	-76.428549	+1.40	marginal
NZ_JADPJJ010000055_1_263_iptm0_969_s0	34	-965.607354	-1611.669695	-934.138842	-76.428549	+1.39	marginal
NZ_PSRR01000126_1_16_iptm0_973_s0	35	-1024.263288	-1670.325674	-992.812321	-76.428549	+1.36	marginal
A0A7V4XQK9_acidobacterium	21	-583.527679	-1229.590066	-552.175798	-76.428549	+1.36	marginal
NZ_FOQJ01000006_1_44_iptm0_973_s0	35	-1024.249803	-1670.312250	-992.799697	-76.428549	+1.32	marginal
NZ_CP107558_1_2472_iptm0_945_s0	29	-687.400118	-1333.462573	-656.079588	-76.428549	+1.32	marginal
03_Euk_a0a3n4lav8_domain1chaina-pqq-la_model	48	-1942.324382	-2588.386842	-1910.852131	-76.428549	+1.32	marginal
NZ_CP067102_1_2619_iptm0_973_s0	35	-1024.201632	-1670.264196	-992.753872	-76.428549	+1.25	marginal
NZ_JAFCKP010000020_1_61_iptm0_966_s0	34	-965.601611	-1611.664184	-934.133806	-76.428549	+1.24	marginal
A0A9D3A027_actinobacteriota	15	-488.521248	-1134.583877	-457.148271	-76.428549	+1.21	marginal
NZ_JADPKK010000023_1_339_iptm0_970_s0	34	-965.554128	-1611.616786	-934.095415	-76.428549	+1.19	marginal
NC_017249_1_3442_iptm0_971_s0	35	-1024.252334	-1670.315044	-992.800872	-76.428549	+1.16	marginal
NZ_JADPJH010000028_1_315_iptm0_975_s0	34	-965.359697	-1611.422411	-933.900895	-76.428549	+1.16	marginal
FSRD01000002_1_1029_iptm0_904_s0	15	-488.529446	-1134.592178	-457.157612	-76.428549	+1.14	marginal
NZ_PSRT01000001_1_78_iptm0_967_s0	35	-1024.187702	-1670.250462	-992.738481	-76.428549	+1.13	marginal
03_Euk_a0a2p5ym18_domain1chaina-pqq-la_model	58	-2210.250125	-2856.312907	-2178.735526	-76.428549	+1.11	marginal
03_Euk_a0a812pwm5_domain2_contigchaina-pqq-la_model	39	-1733.212514	-2379.275304	-1701.796458	-76.428549	+1.11	marginal
NZ_JACHWM010000002_1_33_iptm0_910_s0	31	-834.952777	-1481.015571	-803.556179	-76.428549	+1.11	marginal
NZ_JADPJI010000005_1_37_iptm0_972_s0	35	-1024.255828	-1670.318633	-992.804301	-76.428549	+1.10	marginal
NZ_WOVC01000002_1_182_iptm0_914_s0	41	-1102.605489	-1748.668352	-1071.137644	-76.428549	+1.06	marginal
03_Euk_a0a507bga0_domain1chaina-pqq-la_model	48	-1942.291116	-2588.353980	-1910.819032	-76.428549	+1.06	marginal
NZ_JAKLTY010000003_1_173_iptm0_965_s0	34	-965.212115	-1611.274985	-933.746922	-76.428549	+1.06	marginal
03_Euk_a0aa39x945_domain1chaina-pqq-la_model	58	-2210.291258	-2856.354142	-2178.770505	-76.428549	+1.05	marginal
DYYG01000015_1_30_iptm0_900_s0	31	-834.913370	-1480.976276	-803.512228	-76.428549	+1.04	marginal
NZ_JADPKK010000023_1_335_iptm0_971_s0	35	-1024.257087	-1670.320101	-992.807733	-76.428549	+0.97	marginal
NZ_AUFA01000004_1_174_iptm0_972_s0	35	-1024.257390	-1670.320466	-992.807382	-76.428549	+0.93	marginal
NZ_JACMYK010000018_1_77_iptm0_965_s0	34	-965.521469	-1611.584551	-934.065410	-76.428549	+0.92	marginal
NZ_LJYG01000094_1_60_iptm0_972_s0	35	-1024.249573	-1670.312673	-992.803176	-76.428549	+0.91	marginal
NZ_JAERVJ010000008_1_92_iptm0_954_s0	29	-717.410868	-1363.473997	-686.066748	-76.428549	+0.90	marginal
NZ_RXJH01000001_1_392_iptm0_966_s0	40	-1081.220050	-1727.283186	-1049.742947	-76.428549	+0.89	marginal
D3FDQ5_conexibacter	29	-945.727945	-1591.791103	-914.243800	-76.428549	+0.88	marginal
A0A345HNU9_actinobacteriota	15	-488.524052	-1134.587235	-457.142246	-76.428549	+0.86	marginal
03_Euk_a0a6a3aaj8_domain2_contigchaina-pqq-la_model	58	-2200.829512	-2846.892737	-2169.311066	-76.428549	+0.83	marginal
NZ_CP025113_1_6544_iptm0_973_s0	35	-1024.259978	-1670.323319	-992.808505	-76.428549	+0.76	marginal
NZ_JADPKA010000066_1_191_iptm0_972_s0	35	-1024.260241	-1670.323588	-992.810374	-76.428549	+0.76	marginal
A0A7V4XTI5_acidobacterium	15	-488.533421	-1134.596769	-457.142796	-76.428549	+0.76	marginal
NC_017249_1_3438_iptm0_966_s0	34	-965.441389	-1611.504771	-933.979246	-76.428549	+0.74	marginal
NZ_AXAP01000005_1_89_iptm0_972_s0	35	-1024.270349	-1670.333779	-992.821883	-76.428549	+0.71	marginal
D7DPZ8_methylotenera	28	-795.724767	-1441.788223	-764.296891	-76.428549	+0.69	marginal
NZ_JAENXS010000001_1_37_iptm0_964_s0	34	-965.574497	-1611.637962	-934.111726	-76.428549	+0.68	marginal
NZ_BPQI01000118_1_42_iptm0_981_s0	18	-527.802361	-1173.865830	-496.443914	-76.428549	+0.68	marginal
opaque_A0A4Q2Y9J7	18	-527.784245	-1173.847762	-496.444468	-76.428549	+0.65	marginal
A0A975MQ57_methylomonas	28	-795.692852	-1441.756372	-764.300136	-76.428549	+0.65	marginal
NZ_PSRT01000001_1_73_iptm0_969_s0	34	-965.353911	-1611.417451	-933.878326	-76.428549	+0.64	marginal
NZ_JADFUD010000057_1_27_iptm0_965_s0	34	-965.551337	-1611.614923	-934.089576	-76.428549	+0.61	marginal
A0A7V4XTB1_acidobacterium	48	-1235.077091	-1881.140721	-1203.627033	-76.428549	+0.58	marginal
NZ_AXAZ01000036_1_44_iptm0_971_s0	35	-1024.251765	-1670.315414	-992.802040	-76.428549	+0.57	marginal
NZ_WQNE01000001_1_278_iptm0_971_s0	35	-1024.268653	-1670.332304	-992.820873	-76.428549	+0.57	marginal
NZ_LVEM01000003_1_381_iptm0_968_s0	34	-965.581485	-1611.645204	-934.104814	-76.428549	+0.52	marginal
A0A2U3P426_actinobacteriota	15	-488.519407	-1134.583161	-457.151647	-76.428549	+0.50	marginal
A0A4S5EQ46_frankia	15	-488.503289	-1134.567063	-457.134476	-76.428549	+0.49	marginal
A0A935II64_actinobacteriota	22	-717.136018	-1363.199833	-685.693154	-76.428549	+0.46	marginal
03_Euk_a0a3n4ieb1_domain1chaina-pqq-la_model	18	-527.627483	-1173.691336	-496.297666	-76.428549	+0.44	marginal
NZ_FOUS01000018_1_106_iptm0_973_s0	35	-1024.271536	-1670.335448	-992.823018	-76.428549	+0.40	marginal
03_Euk_a0a812uce7_domain1chaina-pqq-la_model	51	-1981.635034	-2627.699007	-1950.178870	-76.428549	+0.37	marginal
03_Euk_s3d5n8_domain1chaina-pqq-la_model	48	-1942.334165	-2588.398140	-1910.865474	-76.428549	+0.36	marginal
A0A5C7WKB2_methylophilus	43	-1157.539853	-1803.603854	-1126.078886	-76.428549	+0.35	marginal
NZ_VSST01000002_1_36_iptm0_965_s0	34	-957.389344	-1603.453373	-925.917932	-76.428549	+0.33	marginal
NZ_JAERVJ010000008_1_89_iptm0_913_s0	31	-834.788035	-1480.852105	-803.384414	-76.428549	+0.30	marginal
midas_A0A233S232	31	-926.274877	-1572.338948	-894.826394	-76.428549	+0.30	marginal
A0A8I0P9V0_actinobacteriota	22	-717.126479	-1363.190613	-685.697719	-76.428549	+0.26	marginal
NZ_JAFCKB010000005_1_281_iptm0_966_s0	34	-965.119213	-1611.183355	-933.662428	-76.428549	+0.26	marginal
SilE_Barrel_La_Ca_sample_0	34	-965.535556	-1611.599708	-934.067811	-76.428549	+0.25	marginal
JAFBAS010000090_1_48_iptm0_938_s0	25	-756.324445	-1402.388626	-724.947187	-76.428549	+0.23	marginal
A9AZA4_methylosinus	25	-756.417585	-1402.481818	-725.015060	-76.428549	+0.20	marginal
03_Euk_a0a5n6pfi5_domain1chaina-pqq-la_model	58	-2210.257491	-2856.321728	-2178.734410	-76.428549	+0.20	marginal
alphap_etr2_ef1	46	-1213.973982	-1860.038229	-1182.498634	-76.428549	+0.19	marginal
03_Euk_a0a2j7zwp3_domain2chaina-pqq-la_model	51	-1981.632229	-2627.696500	-1950.169585	-76.428549	+0.18	marginal
NZ_FOTP01000001_1_117_iptm0_952_s0	21	-567.075965	-1213.140288	-535.718711	-76.428549	+0.15	marginal
NZ_CP149101_1_1814_iptm0_973_s0	35	-1024.262132	-1670.326485	-992.815281	-76.428549	+0.13	marginal
D3F815_conexibacter	32	-985.030098	-1631.094473	-953.564758	-76.428549	+0.11	marginal
03_Euk_m1c559_domain1chaina-pqq-la_model	58	-2210.107201	-2856.171580	-2178.583457	-76.428549	+0.11	marginal
C5CHC8_bryobacter	18	-527.685428	-1173.749840	-496.301765	-76.428549	+0.09	marginal
NZ_KI911783_1_6290_iptm0_971_s0	35	-1024.261062	-1670.325536	-992.811760	-76.428549	+0.05	marginal
A0A840IKD9_conexibacter	34	-965.493726	-1611.558223	-934.047886	-76.428549	+0.04	marginal
NZ_CP044543_1_5008_iptm0_973_s0	34	-965.573161	-1611.637660	-934.097860	-76.428549	+0.04	marginal
NZ_JACMYO010000001_1_63_iptm0_969_s0	34	-965.541967	-1611.606493	-934.080394	-76.428549	+0.02	marginal
NZ_RQIT01000014_1_88_iptm0_908_s0	41	-1102.677667	-1748.742254	-1071.205873	-76.428549	-0.02	ambiguous
NZ_FOUS01000018_1_111_iptm0_968_s0	34	-965.480370	-1611.544997	-934.019606	-76.428549	-0.04	ambiguous
NZ_CP149101_1_1809_iptm0_970_s0	34	-965.214940	-1611.279587	-933.755168	-76.428549	-0.06	ambiguous
C1F649_acidobacterium	18	-527.782359	-1173.847015	-496.442630	-76.428549	-0.06	ambiguous
NZ_SPQS01000001_1_279_iptm0_965_s0	34	-965.602851	-1611.667615	-934.127990	-76.428549	-0.13	ambiguous
NZ_VLLA01000010_1_73_iptm0_973_s0	35	-1024.270843	-1670.335619	-992.821982	-76.428549	-0.14	ambiguous
NZ_VUOK01000003_1_557_iptm0_865_s0	25	-756.394542	-1402.459425	-725.002973	-76.428549	-0.21	ambiguous
B5I8G6_actinobacteriota	22	-717.147042	-1363.211946	-685.736952	-76.428549	-0.22	ambiguous
NZ_LFIQ01000051_1_207_iptm0_973_s0	35	-1024.247268	-1670.312202	-992.796706	-76.428549	-0.24	ambiguous
NZ_JACIDR010000005_1_16_iptm0_932_s0	27	-682.599150	-1328.664095	-651.221572	-76.428549	-0.24	ambiguous
03_Euk_a0a2b7z2x7_domain1chaina-pqq-la_model	39	-1733.200310	-2379.265271	-1701.794656	-76.428549	-0.25	ambiguous
A0A840IG41_conexibacter	22	-716.977658	-1363.042684	-685.535311	-76.428549	-0.30	ambiguous
NZ_CP029551_1_3520_iptm0_982_s0	18	-527.791143	-1173.856210	-496.433782	-76.428549	-0.32	ambiguous
NZ_JXDL01000001_1_6579_iptm0_967_s0	34	-965.516303	-1611.581391	-934.050229	-76.428549	-0.33	ambiguous
A0A098Y3K0_modestobacter	32	-910.017204	-1556.082293	-878.572885	-76.428549	-0.33	ambiguous
NZ_NPKQ01000003_1_269_iptm0_953_s0	21	-566.974320	-1213.039423	-535.623123	-76.428549	-0.34	ambiguous
A0A7V4XSU1_acidobacterium	19	-603.021451	-1249.086604	-571.614513	-76.428549	-0.37	ambiguous
A0A177LW65_methylomonas	28	-795.668834	-1441.734081	-764.224186	-76.428549	-0.43	ambiguous
NZ_JYMR01000056_1_204_iptm0_973_s0	35	-1024.266397	-1670.331696	-992.819315	-76.428549	-0.47	ambiguous
03_Euk_u7py33_domain2chaina-pqq-la_model	48	-1942.366817	-2588.432138	-1910.896047	-76.428549	-0.48	ambiguous
NZ_JADFUD010000057_1_32_iptm0_973_s0	35	-1024.261829	-1670.327177	-992.812902	-76.428549	-0.50	ambiguous
NZ_JAGGJR010000006_1_87_iptm0_960_s0	29	-717.425599	-1363.490950	-686.118645	-76.428549	-0.50	ambiguous
A0A1C4UZT1_actinobacteriota	15	-488.339094	-1134.404467	-456.971450	-76.428549	-0.51	ambiguous
NZ_JADPJJ010000055_1_259_iptm0_973_s0	35	-1024.256189	-1670.321591	-992.808419	-76.428549	-0.53	ambiguous
NZ_WVUF01000003_1_67_iptm0_852_s0	21	-567.017638	-1213.083068	-535.707744	-76.428549	-0.55	ambiguous
C1F8C0_acidobacterium	18	-527.792557	-1173.857989	-496.430856	-76.428549	-0.55	ambiguous
NZ_LGAP01000002_1_638_iptm0_958_s0	29	-717.386271	-1363.451752	-686.081058	-76.428549	-0.58	ambiguous
NZ_JAGKJJ010000005_1_240_iptm0_975_s0	35	-1024.257620	-1670.323113	-992.814972	-76.428549	-0.59	ambiguous
03_Euk_a0aai8yhv2_domain1chaina-pqq-la_model	48	-1942.332406	-2588.397913	-1910.861893	-76.428549	-0.60	ambiguous
